source name	characteristics[Row]	characteristics[Column]	characteristics[Sample]	characteristics[Source Vial]	characteristics[Position]	characteristics[Inj Vol]	characteristics[Instrument Method]	characteristics[Path]	characteristics[File Name]	characteristics[organism]	characteristics[organism part]	characteristics[plate]	characteristics[project]	characteristics[age]	characteristics[developmental stage]	characteristics[sex]	characteristics[ancestry category]	characteristics[cell type]	characteristics[cell line]	characteristics[disease]	characteristics[individual]	characteristics[biological replicate]	Material type	assay name	technology type	comment[data file]	comment[file uri]	comment[proteomics data acquisition method]	comment[label]	comment[fraction identifier]	comment[fractionation method]	comment[technical replicate]	comment[cleavage agent details]	comment[ms2 mass analyzer]	comment[instrument]	comment[modification parameters]	comment[dissociation method]	comment[collision energy]	comment[precursor mass tolerance]	comment[fragment mass tolerance]	factor value[Row]
PRM_20251128_MarthaReselection_Plate_1_C6	C	6	MRTH	30	RC6	0.1	C:\Xcalibur\methods\method1	C:\data\yourdir	PRM_20251128_MarthaReselection_Plate_1_C6	Homo sapiens	Plasma	Plate_1	MarthaReselection	not available	not available	not available	not available	not available	not available	not available	not available	1	AC=EFO:0009656;NT=plasma	run 30	proteomics profiling by mass spectrometry	PRM_20251128_MarthaReselection_Plate_1_C6.RAW	PRM_20251128_MarthaReselection_Plate_1_C6.RAW	NT=Parallel Reaction Monitoring;AC=MS:1002956	AC=MS:1002038;NT=label free sample	1	NT=High-performance liquid chromatography;AC=PRIDE:0000565	1	AC=MS:1001251;NT=Trypsin	not available	NT=Stellar;AC=MS:1003409	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Higher-energy Collisional Dissociation;AC=MS:1000422	27 NCE	40 ppm	0.05 Da	C
PRM_20251128_MarthaReselection_Plate_1_C7	C	7	MRTH	31	RC7	0.1	C:\Xcalibur\methods\method1	C:\data\yourdir	PRM_20251128_MarthaReselection_Plate_1_C7	Homo sapiens	Plasma	Plate_1	MarthaReselection	not available	not available	not available	not available	not available	not available	not available	not available	1	AC=EFO:0009656;NT=plasma	run 31	proteomics profiling by mass spectrometry	PRM_20251128_MarthaReselection_Plate_1_C7.RAW	PRM_20251128_MarthaReselection_Plate_1_C7.RAW	NT=Parallel Reaction Monitoring;AC=MS:1002956	AC=MS:1002038;NT=label free sample	1	NT=High-performance liquid chromatography;AC=PRIDE:0000565	1	AC=MS:1001251;NT=Trypsin	not available	NT=Stellar;AC=MS:1003409	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Higher-energy Collisional Dissociation;AC=MS:1000422	27 NCE	40 ppm	0.05 Da	C
PRM_20251128_MarthaReselection_Plate_1_C8	C	8	MRTH	32	RC8	0.1	C:\Xcalibur\methods\method1	C:\data\yourdir	PRM_20251128_MarthaReselection_Plate_1_C8	Homo sapiens	Plasma	Plate_1	MarthaReselection	not available	not available	not available	not available	not available	not available	not available	not available	1	AC=EFO:0009656;NT=plasma	run 32	proteomics profiling by mass spectrometry	PRM_20251128_MarthaReselection_Plate_1_C8.RAW	PRM_20251128_MarthaReselection_Plate_1_C8.RAW	NT=Parallel Reaction Monitoring;AC=MS:1002956	AC=MS:1002038;NT=label free sample	1	NT=High-performance liquid chromatography;AC=PRIDE:0000565	1	AC=MS:1001251;NT=Trypsin	not available	NT=Stellar;AC=MS:1003409	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Higher-energy Collisional Dissociation;AC=MS:1000422	27 NCE	40 ppm	0.05 Da	C
PRM_20251128_MarthaReselection_Plate_1_C9	C	9	MRTH	33	RC9	0.1	C:\Xcalibur\methods\method1	C:\data\yourdir	PRM_20251128_MarthaReselection_Plate_1_C9	Homo sapiens	Plasma	Plate_1	MarthaReselection	not available	not available	not available	not available	not available	not available	not available	not available	1	AC=EFO:0009656;NT=plasma	run 33	proteomics profiling by mass spectrometry	PRM_20251128_MarthaReselection_Plate_1_C9.RAW	PRM_20251128_MarthaReselection_Plate_1_C9.RAW	NT=Parallel Reaction Monitoring;AC=MS:1002956	AC=MS:1002038;NT=label free sample	1	NT=High-performance liquid chromatography;AC=PRIDE:0000565	1	AC=MS:1001251;NT=Trypsin	not available	NT=Stellar;AC=MS:1003409	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Higher-energy Collisional Dissociation;AC=MS:1000422	27 NCE	40 ppm	0.05 Da	C
PRM_20251128_MarthaReselection_Plate_1_C10	C	10	MRTH	34	RC10	0.1	C:\Xcalibur\methods\method1	C:\data\yourdir	PRM_20251128_MarthaReselection_Plate_1_C10	Homo sapiens	Plasma	Plate_1	MarthaReselection	not available	not available	not available	not available	not available	not available	not available	not available	1	AC=EFO:0009656;NT=plasma	run 34	proteomics profiling by mass spectrometry	PRM_20251128_MarthaReselection_Plate_1_C10.RAW	PRM_20251128_MarthaReselection_Plate_1_C10.RAW	NT=Parallel Reaction Monitoring;AC=MS:1002956	AC=MS:1002038;NT=label free sample	1	NT=High-performance liquid chromatography;AC=PRIDE:0000565	1	AC=MS:1001251;NT=Trypsin	not available	NT=Stellar;AC=MS:1003409	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Higher-energy Collisional Dissociation;AC=MS:1000422	27 NCE	40 ppm	0.05 Da	C
PRM_20251128_MarthaReselection_Plate_1_C11	C	11	MRTH	35	RC11	0.1	C:\Xcalibur\methods\method1	C:\data\yourdir	PRM_20251128_MarthaReselection_Plate_1_C11	Homo sapiens	Plasma	Plate_1	MarthaReselection	not available	not available	not available	not available	not available	not available	not available	not available	1	AC=EFO:0009656;NT=plasma	run 35	proteomics profiling by mass spectrometry	PRM_20251128_MarthaReselection_Plate_1_C11.RAW	PRM_20251128_MarthaReselection_Plate_1_C11.RAW	NT=Parallel Reaction Monitoring;AC=MS:1002956	AC=MS:1002038;NT=label free sample	1	NT=High-performance liquid chromatography;AC=PRIDE:0000565	1	AC=MS:1001251;NT=Trypsin	not available	NT=Stellar;AC=MS:1003409	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Higher-energy Collisional Dissociation;AC=MS:1000422	27 NCE	40 ppm	0.05 Da	C
PRM_20251128_MarthaReselection_Plate_1_C12	C	12	MRTH	36	RC12	0.1	C:\Xcalibur\methods\method1	C:\data\yourdir	PRM_20251128_MarthaReselection_Plate_1_C12	Homo sapiens	Plasma	Plate_1	MarthaReselection	not available	not available	not available	not available	not available	not available	not available	not available	1	AC=EFO:0009656;NT=plasma	run 36	proteomics profiling by mass spectrometry	PRM_20251128_MarthaReselection_Plate_1_C12.RAW	PRM_20251128_MarthaReselection_Plate_1_C12.RAW	NT=Parallel Reaction Monitoring;AC=MS:1002956	AC=MS:1002038;NT=label free sample	1	NT=High-performance liquid chromatography;AC=PRIDE:0000565	1	AC=MS:1001251;NT=Trypsin	not available	NT=Stellar;AC=MS:1003409	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Higher-energy Collisional Dissociation;AC=MS:1000422	27 NCE	40 ppm	0.05 Da	C
PRM_20251128_MarthaReselection_Plate_1_D1	D	1	MRTH	37	RD1	0.1	C:\Xcalibur\methods\method1	C:\data\yourdir	PRM_20251128_MarthaReselection_Plate_1_D1	Homo sapiens	Plasma	Plate_1	MarthaReselection	not available	not available	not available	not available	not available	not available	not available	not available	1	AC=EFO:0009656;NT=plasma	run 37	proteomics profiling by mass spectrometry	PRM_20251128_MarthaReselection_Plate_1_D1.RAW	PRM_20251128_MarthaReselection_Plate_1_D1.RAW	NT=Parallel Reaction Monitoring;AC=MS:1002956	AC=MS:1002038;NT=label free sample	1	NT=High-performance liquid chromatography;AC=PRIDE:0000565	1	AC=MS:1001251;NT=Trypsin	not available	NT=Stellar;AC=MS:1003409	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Higher-energy Collisional Dissociation;AC=MS:1000422	27 NCE	40 ppm	0.05 Da	D
PRM_20251128_MarthaReselection_Plate_1_D2	D	2	MRTH	38	RD2	0.1	C:\Xcalibur\methods\method1	C:\data\yourdir	PRM_20251128_MarthaReselection_Plate_1_D2	Homo sapiens	Plasma	Plate_1	MarthaReselection	not available	not available	not available	not available	not available	not available	not available	not available	1	AC=EFO:0009656;NT=plasma	run 38	proteomics profiling by mass spectrometry	PRM_20251128_MarthaReselection_Plate_1_D2.RAW	PRM_20251128_MarthaReselection_Plate_1_D2.RAW	NT=Parallel Reaction Monitoring;AC=MS:1002956	AC=MS:1002038;NT=label free sample	1	NT=High-performance liquid chromatography;AC=PRIDE:0000565	1	AC=MS:1001251;NT=Trypsin	not available	NT=Stellar;AC=MS:1003409	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Higher-energy Collisional Dissociation;AC=MS:1000422	27 NCE	40 ppm	0.05 Da	D
PRM_20251128_MarthaReselection_Plate_1_D3	D	3	MRTH	39	RD3	0.1	C:\Xcalibur\methods\method1	C:\data\yourdir	PRM_20251128_MarthaReselection_Plate_1_D3	Homo sapiens	Plasma	Plate_1	MarthaReselection	not available	not available	not available	not available	not available	not available	not available	not available	1	AC=EFO:0009656;NT=plasma	run 39	proteomics profiling by mass spectrometry	PRM_20251128_MarthaReselection_Plate_1_D3.RAW	PRM_20251128_MarthaReselection_Plate_1_D3.RAW	NT=Parallel Reaction Monitoring;AC=MS:1002956	AC=MS:1002038;NT=label free sample	1	NT=High-performance liquid chromatography;AC=PRIDE:0000565	1	AC=MS:1001251;NT=Trypsin	not available	NT=Stellar;AC=MS:1003409	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Higher-energy Collisional Dissociation;AC=MS:1000422	27 NCE	40 ppm	0.05 Da	D
PRM_20251128_MarthaReselection_Plate_1_D4	D	4	MRTH	40	RD4	0.1	C:\Xcalibur\methods\method1	C:\data\yourdir	PRM_20251128_MarthaReselection_Plate_1_D4	Homo sapiens	Plasma	Plate_1	MarthaReselection	not available	not available	not available	not available	not available	not available	not available	not available	1	AC=EFO:0009656;NT=plasma	run 40	proteomics profiling by mass spectrometry	PRM_20251128_MarthaReselection_Plate_1_D4.RAW	PRM_20251128_MarthaReselection_Plate_1_D4.RAW	NT=Parallel Reaction Monitoring;AC=MS:1002956	AC=MS:1002038;NT=label free sample	1	NT=High-performance liquid chromatography;AC=PRIDE:0000565	1	AC=MS:1001251;NT=Trypsin	not available	NT=Stellar;AC=MS:1003409	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Higher-energy Collisional Dissociation;AC=MS:1000422	27 NCE	40 ppm	0.05 Da	D
PRM_20251128_MarthaReselection_Plate_1_D5	D	5	MRTH	41	RD5	0.1	C:\Xcalibur\methods\method1	C:\data\yourdir	PRM_20251128_MarthaReselection_Plate_1_D5	Homo sapiens	Plasma	Plate_1	MarthaReselection	not available	not available	not available	not available	not available	not available	not available	not available	1	AC=EFO:0009656;NT=plasma	run 41	proteomics profiling by mass spectrometry	PRM_20251128_MarthaReselection_Plate_1_D5.RAW	PRM_20251128_MarthaReselection_Plate_1_D5.RAW	NT=Parallel Reaction Monitoring;AC=MS:1002956	AC=MS:1002038;NT=label free sample	1	NT=High-performance liquid chromatography;AC=PRIDE:0000565	1	AC=MS:1001251;NT=Trypsin	not available	NT=Stellar;AC=MS:1003409	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Higher-energy Collisional Dissociation;AC=MS:1000422	27 NCE	40 ppm	0.05 Da	D
PRM_20251128_MarthaReselection_Plate_1_D6	D	6	MRTH	42	RD6	0.1	C:\Xcalibur\methods\method1	C:\data\yourdir	PRM_20251128_MarthaReselection_Plate_1_D6	Homo sapiens	Plasma	Plate_1	MarthaReselection	not available	not available	not available	not available	not available	not available	not available	not available	1	AC=EFO:0009656;NT=plasma	run 42	proteomics profiling by mass spectrometry	PRM_20251128_MarthaReselection_Plate_1_D6.RAW	PRM_20251128_MarthaReselection_Plate_1_D6.RAW	NT=Parallel Reaction Monitoring;AC=MS:1002956	AC=MS:1002038;NT=label free sample	1	NT=High-performance liquid chromatography;AC=PRIDE:0000565	1	AC=MS:1001251;NT=Trypsin	not available	NT=Stellar;AC=MS:1003409	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Higher-energy Collisional Dissociation;AC=MS:1000422	27 NCE	40 ppm	0.05 Da	D
PRM_20251128_MarthaReselection_Plate_1_D7	D	7	MRTH	43	RD7	0.1	C:\Xcalibur\methods\method1	C:\data\yourdir	PRM_20251128_MarthaReselection_Plate_1_D7	Homo sapiens	Plasma	Plate_1	MarthaReselection	not available	not available	not available	not available	not available	not available	not available	not available	1	AC=EFO:0009656;NT=plasma	run 43	proteomics profiling by mass spectrometry	PRM_20251128_MarthaReselection_Plate_1_D7.RAW	PRM_20251128_MarthaReselection_Plate_1_D7.RAW	NT=Parallel Reaction Monitoring;AC=MS:1002956	AC=MS:1002038;NT=label free sample	1	NT=High-performance liquid chromatography;AC=PRIDE:0000565	1	AC=MS:1001251;NT=Trypsin	not available	NT=Stellar;AC=MS:1003409	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Higher-energy Collisional Dissociation;AC=MS:1000422	27 NCE	40 ppm	0.05 Da	D
PRM_20251128_MarthaReselection_Plate_1_D8	D	8	MRTH	44	RD8	0.1	C:\Xcalibur\methods\method1	C:\data\yourdir	PRM_20251128_MarthaReselection_Plate_1_D8	Homo sapiens	Plasma	Plate_1	MarthaReselection	not available	not available	not available	not available	not available	not available	not available	not available	1	AC=EFO:0009656;NT=plasma	run 44	proteomics profiling by mass spectrometry	PRM_20251128_MarthaReselection_Plate_1_D8.RAW	PRM_20251128_MarthaReselection_Plate_1_D8.RAW	NT=Parallel Reaction Monitoring;AC=MS:1002956	AC=MS:1002038;NT=label free sample	1	NT=High-performance liquid chromatography;AC=PRIDE:0000565	1	AC=MS:1001251;NT=Trypsin	not available	NT=Stellar;AC=MS:1003409	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Higher-energy Collisional Dissociation;AC=MS:1000422	27 NCE	40 ppm	0.05 Da	D
PRM_20251128_MarthaReselection_Plate_1_D9	D	9	MRTH	45	RD9	0.1	C:\Xcalibur\methods\method1	C:\data\yourdir	PRM_20251128_MarthaReselection_Plate_1_D9	Homo sapiens	Plasma	Plate_1	MarthaReselection	not available	not available	not available	not available	not available	not available	not available	not available	1	AC=EFO:0009656;NT=plasma	run 45	proteomics profiling by mass spectrometry	PRM_20251128_MarthaReselection_Plate_1_D9.RAW	PRM_20251128_MarthaReselection_Plate_1_D9.RAW	NT=Parallel Reaction Monitoring;AC=MS:1002956	AC=MS:1002038;NT=label free sample	1	NT=High-performance liquid chromatography;AC=PRIDE:0000565	1	AC=MS:1001251;NT=Trypsin	not available	NT=Stellar;AC=MS:1003409	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Higher-energy Collisional Dissociation;AC=MS:1000422	27 NCE	40 ppm	0.05 Da	D
PRM_20251128_MarthaReselection_Plate_1_D10	D	10	Pool	46	RD10	0.1	C:\Xcalibur\methods\method1	C:\data\yourdir	PRM_20251128_MarthaReselection_Plate_1_D10	Homo sapiens	Plasma	Plate_1	MarthaReselection	not available	not available	not available	not available	not available	not available	not available	not available	1	AC=EFO:0009656;NT=plasma	run 46	proteomics profiling by mass spectrometry	PRM_20251128_MarthaReselection_Plate_1_D10.RAW	PRM_20251128_MarthaReselection_Plate_1_D10.RAW	NT=Parallel Reaction Monitoring;AC=MS:1002956	AC=MS:1002038;NT=label free sample	1	NT=High-performance liquid chromatography;AC=PRIDE:0000565	1	AC=MS:1001251;NT=Trypsin	not available	NT=Stellar;AC=MS:1003409	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Higher-energy Collisional Dissociation;AC=MS:1000422	27 NCE	40 ppm	0.05 Da	D
PRM_20251128_MarthaReselection_Plate_1_D11	D	11	MRTH	47	RD11	0.1	C:\Xcalibur\methods\method1	C:\data\yourdir	PRM_20251128_MarthaReselection_Plate_1_D11	Homo sapiens	Plasma	Plate_1	MarthaReselection	not available	not available	not available	not available	not available	not available	not available	not available	1	AC=EFO:0009656;NT=plasma	run 47	proteomics profiling by mass spectrometry	PRM_20251128_MarthaReselection_Plate_1_D11.RAW	PRM_20251128_MarthaReselection_Plate_1_D11.RAW	NT=Parallel Reaction Monitoring;AC=MS:1002956	AC=MS:1002038;NT=label free sample	1	NT=High-performance liquid chromatography;AC=PRIDE:0000565	1	AC=MS:1001251;NT=Trypsin	not available	NT=Stellar;AC=MS:1003409	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Higher-energy Collisional Dissociation;AC=MS:1000422	27 NCE	40 ppm	0.05 Da	D
PRM_20251128_MarthaReselection_Plate_1_D12	D	12	MRTH	48	RD12	0.1	C:\Xcalibur\methods\method1	C:\data\yourdir	PRM_20251128_MarthaReselection_Plate_1_D12	Homo sapiens	Plasma	Plate_1	MarthaReselection	not available	not available	not available	not available	not available	not available	not available	not available	1	AC=EFO:0009656;NT=plasma	run 48	proteomics profiling by mass spectrometry	PRM_20251128_MarthaReselection_Plate_1_D12.RAW	PRM_20251128_MarthaReselection_Plate_1_D12.RAW	NT=Parallel Reaction Monitoring;AC=MS:1002956	AC=MS:1002038;NT=label free sample	1	NT=High-performance liquid chromatography;AC=PRIDE:0000565	1	AC=MS:1001251;NT=Trypsin	not available	NT=Stellar;AC=MS:1003409	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Higher-energy Collisional Dissociation;AC=MS:1000422	27 NCE	40 ppm	0.05 Da	D
PRM_20251128_MarthaReselection_Plate_1_E1	E	1	MRTH	49	RE1	0.1	C:\Xcalibur\methods\method1	C:\data\yourdir	PRM_20251128_MarthaReselection_Plate_1_E1	Homo sapiens	Plasma	Plate_1	MarthaReselection	not available	not available	not available	not available	not available	not available	not available	not available	1	AC=EFO:0009656;NT=plasma	run 49	proteomics profiling by mass spectrometry	PRM_20251128_MarthaReselection_Plate_1_E1.RAW	PRM_20251128_MarthaReselection_Plate_1_E1.RAW	NT=Parallel Reaction Monitoring;AC=MS:1002956	AC=MS:1002038;NT=label free sample	1	NT=High-performance liquid chromatography;AC=PRIDE:0000565	1	AC=MS:1001251;NT=Trypsin	not available	NT=Stellar;AC=MS:1003409	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Higher-energy Collisional Dissociation;AC=MS:1000422	27 NCE	40 ppm	0.05 Da	E
PRM_20251128_MarthaReselection_Plate_1_E2	E	2	MRTH	50	RE2	0.1	C:\Xcalibur\methods\method1	C:\data\yourdir	PRM_20251128_MarthaReselection_Plate_1_E2	Homo sapiens	Plasma	Plate_1	MarthaReselection	not available	not available	not available	not available	not available	not available	not available	not available	1	AC=EFO:0009656;NT=plasma	run 50	proteomics profiling by mass spectrometry	PRM_20251128_MarthaReselection_Plate_1_E2.RAW	PRM_20251128_MarthaReselection_Plate_1_E2.RAW	NT=Parallel Reaction Monitoring;AC=MS:1002956	AC=MS:1002038;NT=label free sample	1	NT=High-performance liquid chromatography;AC=PRIDE:0000565	1	AC=MS:1001251;NT=Trypsin	not available	NT=Stellar;AC=MS:1003409	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Higher-energy Collisional Dissociation;AC=MS:1000422	27 NCE	40 ppm	0.05 Da	E
PRM_20251128_MarthaReselection_Plate_1_E3	E	3	MRTH	51	RE3	0.1	C:\Xcalibur\methods\method1	C:\data\yourdir	PRM_20251128_MarthaReselection_Plate_1_E3	Homo sapiens	Plasma	Plate_1	MarthaReselection	not available	not available	not available	not available	not available	not available	not available	not available	1	AC=EFO:0009656;NT=plasma	run 51	proteomics profiling by mass spectrometry	PRM_20251128_MarthaReselection_Plate_1_E3.RAW	PRM_20251128_MarthaReselection_Plate_1_E3.RAW	NT=Parallel Reaction Monitoring;AC=MS:1002956	AC=MS:1002038;NT=label free sample	1	NT=High-performance liquid chromatography;AC=PRIDE:0000565	1	AC=MS:1001251;NT=Trypsin	not available	NT=Stellar;AC=MS:1003409	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Higher-energy Collisional Dissociation;AC=MS:1000422	27 NCE	40 ppm	0.05 Da	E
PRM_20251128_MarthaReselection_Plate_1_E4	E	4	MRTH	52	RE4	0.1	C:\Xcalibur\methods\method1	C:\data\yourdir	PRM_20251128_MarthaReselection_Plate_1_E4	Homo sapiens	Plasma	Plate_1	MarthaReselection	not available	not available	not available	not available	not available	not available	not available	not available	1	AC=EFO:0009656;NT=plasma	run 52	proteomics profiling by mass spectrometry	PRM_20251128_MarthaReselection_Plate_1_E4.RAW	PRM_20251128_MarthaReselection_Plate_1_E4.RAW	NT=Parallel Reaction Monitoring;AC=MS:1002956	AC=MS:1002038;NT=label free sample	1	NT=High-performance liquid chromatography;AC=PRIDE:0000565	1	AC=MS:1001251;NT=Trypsin	not available	NT=Stellar;AC=MS:1003409	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Higher-energy Collisional Dissociation;AC=MS:1000422	27 NCE	40 ppm	0.05 Da	E
PRM_20251128_MarthaReselection_Plate_1_E5	E	5	MRTH	53	RE5	0.1	C:\Xcalibur\methods\method1	C:\data\yourdir	PRM_20251128_MarthaReselection_Plate_1_E5	Homo sapiens	Plasma	Plate_1	MarthaReselection	not available	not available	not available	not available	not available	not available	not available	not available	1	AC=EFO:0009656;NT=plasma	run 53	proteomics profiling by mass spectrometry	PRM_20251128_MarthaReselection_Plate_1_E5.RAW	PRM_20251128_MarthaReselection_Plate_1_E5.RAW	NT=Parallel Reaction Monitoring;AC=MS:1002956	AC=MS:1002038;NT=label free sample	1	NT=High-performance liquid chromatography;AC=PRIDE:0000565	1	AC=MS:1001251;NT=Trypsin	not available	NT=Stellar;AC=MS:1003409	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Higher-energy Collisional Dissociation;AC=MS:1000422	27 NCE	40 ppm	0.05 Da	E
PRM_20251128_MarthaReselection_Plate_1_E6	E	6	MRTH	54	RE6	0.1	C:\Xcalibur\methods\method1	C:\data\yourdir	PRM_20251128_MarthaReselection_Plate_1_E6	Homo sapiens	Plasma	Plate_1	MarthaReselection	not available	not available	not available	not available	not available	not available	not available	not available	1	AC=EFO:0009656;NT=plasma	run 54	proteomics profiling by mass spectrometry	PRM_20251128_MarthaReselection_Plate_1_E6.RAW	PRM_20251128_MarthaReselection_Plate_1_E6.RAW	NT=Parallel Reaction Monitoring;AC=MS:1002956	AC=MS:1002038;NT=label free sample	1	NT=High-performance liquid chromatography;AC=PRIDE:0000565	1	AC=MS:1001251;NT=Trypsin	not available	NT=Stellar;AC=MS:1003409	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Higher-energy Collisional Dissociation;AC=MS:1000422	27 NCE	40 ppm	0.05 Da	E
PRM_20251128_MarthaReselection_Plate_1_E7	E	7	MRTH	55	RE7	0.1	C:\Xcalibur\methods\method1	C:\data\yourdir	PRM_20251128_MarthaReselection_Plate_1_E7	Homo sapiens	Plasma	Plate_1	MarthaReselection	not available	not available	not available	not available	not available	not available	not available	not available	1	AC=EFO:0009656;NT=plasma	run 55	proteomics profiling by mass spectrometry	PRM_20251128_MarthaReselection_Plate_1_E7.RAW	PRM_20251128_MarthaReselection_Plate_1_E7.RAW	NT=Parallel Reaction Monitoring;AC=MS:1002956	AC=MS:1002038;NT=label free sample	1	NT=High-performance liquid chromatography;AC=PRIDE:0000565	1	AC=MS:1001251;NT=Trypsin	not available	NT=Stellar;AC=MS:1003409	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Higher-energy Collisional Dissociation;AC=MS:1000422	27 NCE	40 ppm	0.05 Da	E
