source name	characteristics[Row]	characteristics[Column]	characteristics[Sample]	characteristics[Source Vial]	characteristics[Position]	characteristics[Inj Vol]	characteristics[Instrument Method]	characteristics[Path]	characteristics[File Name]	characteristics[organism]	characteristics[organism part]	characteristics[plate]	characteristics[project]	characteristics[age]	characteristics[developmental stage]	characteristics[sex]	characteristics[ancestry category]	characteristics[cell type]	characteristics[cell line]	characteristics[disease]	characteristics[individual]	characteristics[biological replicate]	Material type	assay name	technology type	comment[data file]	comment[file uri]	comment[proteomics data acquisition method]	comment[label]	comment[fraction identifier]	comment[fractionation method]	comment[technical replicate]	comment[cleavage agent details]	comment[ms2 mass analyzer]	comment[instrument]	comment[modification parameters]	comment[dissociation method]	comment[collision energy]	comment[precursor mass tolerance]	comment[fragment mass tolerance]	comment[ProteomeEdge]	factor value[Sample]
PRM_20260227_Project ALS _Plate1_C6	C	6	ALS_samples	30	RC6	0.1	C:\Xcalibur\methods\method1	C:\data\yourdir	PRM_20260227_Project ALS _Plate1_C6	Homo sapiens	blood plasma	Plate1	Project_ALS	not available	not available	not available	not available	not available	not available	not available	not available	1	AC=EFO:0009656;NT=plasma	run 30	proteomic profiling by mass spectrometry	PRM_20260227_Project ALS _Plate1_C6.raw	PRM_20260227_Project ALS _Plate1_C6.raw	NT=Parallel Reaction Monitoring;AC=MS:1002956	AC=MS:1002038;NT=label free sample	1	NT=High-performance liquid chromatography;AC=PRIDE:0000565	1	AC=MS:1001251;NT=Trypsin	not available	NT=Stellar;AC=MS:1003409	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Higher-energy Collisional Dissociation;AC=MS:1000422	27 NCE	40 ppm	0.05 Da	24005	ALS_samples
PRM_20260227_Project ALS _Plate1_C7	C	7	ALS_samples	31	RC7	0.1	C:\Xcalibur\methods\method1	C:\data\yourdir	PRM_20260227_Project ALS _Plate1_C7	Homo sapiens	blood plasma	Plate1	Project_ALS	not available	not available	not available	not available	not available	not available	not available	not available	1	AC=EFO:0009656;NT=plasma	run 31	proteomic profiling by mass spectrometry	PRM_20260227_Project ALS _Plate1_C7.raw	PRM_20260227_Project ALS _Plate1_C7.raw	NT=Parallel Reaction Monitoring;AC=MS:1002956	AC=MS:1002038;NT=label free sample	1	NT=High-performance liquid chromatography;AC=PRIDE:0000565	1	AC=MS:1001251;NT=Trypsin	not available	NT=Stellar;AC=MS:1003409	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Higher-energy Collisional Dissociation;AC=MS:1000422	27 NCE	40 ppm	0.05 Da	24005	ALS_samples
PRM_20260227_Project ALS _Plate1_C8	C	8	ALS_samples	32	RC8	0.1	C:\Xcalibur\methods\method1	C:\data\yourdir	PRM_20260227_Project ALS _Plate1_C8	Homo sapiens	blood plasma	Plate1	Project_ALS	not available	not available	not available	not available	not available	not available	not available	not available	1	AC=EFO:0009656;NT=plasma	run 32	proteomic profiling by mass spectrometry	PRM_20260227_Project ALS _Plate1_C8.raw	PRM_20260227_Project ALS _Plate1_C8.raw	NT=Parallel Reaction Monitoring;AC=MS:1002956	AC=MS:1002038;NT=label free sample	1	NT=High-performance liquid chromatography;AC=PRIDE:0000565	1	AC=MS:1001251;NT=Trypsin	not available	NT=Stellar;AC=MS:1003409	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Higher-energy Collisional Dissociation;AC=MS:1000422	27 NCE	40 ppm	0.05 Da	24005	ALS_samples
PRM_20260227_Project ALS _Plate1_C9	C	9	ALS_samples	33	RC9	0.1	C:\Xcalibur\methods\method1	C:\data\yourdir	PRM_20260227_Project ALS _Plate1_C9	Homo sapiens	blood plasma	Plate1	Project_ALS	not available	not available	not available	not available	not available	not available	not available	not available	1	AC=EFO:0009656;NT=plasma	run 33	proteomic profiling by mass spectrometry	PRM_20260227_Project ALS _Plate1_C9.raw	PRM_20260227_Project ALS _Plate1_C9.raw	NT=Parallel Reaction Monitoring;AC=MS:1002956	AC=MS:1002038;NT=label free sample	1	NT=High-performance liquid chromatography;AC=PRIDE:0000565	1	AC=MS:1001251;NT=Trypsin	not available	NT=Stellar;AC=MS:1003409	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Higher-energy Collisional Dissociation;AC=MS:1000422	27 NCE	40 ppm	0.05 Da	24005	ALS_samples
PRM_20260227_Project ALS _Plate1_C10	C	10	ALS_samples	34	RC10	0.1	C:\Xcalibur\methods\method1	C:\data\yourdir	PRM_20260227_Project ALS _Plate1_C10	Homo sapiens	blood plasma	Plate1	Project_ALS	not available	not available	not available	not available	not available	not available	not available	not available	1	AC=EFO:0009656;NT=plasma	run 34	proteomic profiling by mass spectrometry	PRM_20260227_Project ALS _Plate1_C10.raw	PRM_20260227_Project ALS _Plate1_C10.raw	NT=Parallel Reaction Monitoring;AC=MS:1002956	AC=MS:1002038;NT=label free sample	1	NT=High-performance liquid chromatography;AC=PRIDE:0000565	1	AC=MS:1001251;NT=Trypsin	not available	NT=Stellar;AC=MS:1003409	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Higher-energy Collisional Dissociation;AC=MS:1000422	27 NCE	40 ppm	0.05 Da	24005	ALS_samples
PRM_20260227_Project ALS _Plate1_C11	C	11	ALS_samples	35	RC11	0.1	C:\Xcalibur\methods\method1	C:\data\yourdir	PRM_20260227_Project ALS _Plate1_C11	Homo sapiens	blood plasma	Plate1	Project_ALS	not available	not available	not available	not available	not available	not available	not available	not available	1	AC=EFO:0009656;NT=plasma	run 35	proteomic profiling by mass spectrometry	PRM_20260227_Project ALS _Plate1_C11.raw	PRM_20260227_Project ALS _Plate1_C11.raw	NT=Parallel Reaction Monitoring;AC=MS:1002956	AC=MS:1002038;NT=label free sample	1	NT=High-performance liquid chromatography;AC=PRIDE:0000565	1	AC=MS:1001251;NT=Trypsin	not available	NT=Stellar;AC=MS:1003409	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Higher-energy Collisional Dissociation;AC=MS:1000422	27 NCE	40 ppm	0.05 Da	24005	ALS_samples
PRM_20260227_Project ALS _Plate1_C12	C	12	ALS_samples	36	RC12	0.1	C:\Xcalibur\methods\method1	C:\data\yourdir	PRM_20260227_Project ALS _Plate1_C12	Homo sapiens	blood plasma	Plate1	Project_ALS	not available	not available	not available	not available	not available	not available	not available	not available	1	AC=EFO:0009656;NT=plasma	run 36	proteomic profiling by mass spectrometry	PRM_20260227_Project ALS _Plate1_C12.raw	PRM_20260227_Project ALS _Plate1_C12.raw	NT=Parallel Reaction Monitoring;AC=MS:1002956	AC=MS:1002038;NT=label free sample	1	NT=High-performance liquid chromatography;AC=PRIDE:0000565	1	AC=MS:1001251;NT=Trypsin	not available	NT=Stellar;AC=MS:1003409	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Higher-energy Collisional Dissociation;AC=MS:1000422	27 NCE	40 ppm	0.05 Da	24005	ALS_samples
PRM_20260227_Project ALS _Plate1_D1	D	1	ALS_samples	37	RD1	0.1	C:\Xcalibur\methods\method1	C:\data\yourdir	PRM_20260227_Project ALS _Plate1_D1	Homo sapiens	blood plasma	Plate1	Project_ALS	not available	not available	not available	not available	not available	not available	not available	not available	1	AC=EFO:0009656;NT=plasma	run 37	proteomic profiling by mass spectrometry	PRM_20260227_Project ALS _Plate1_D1.raw	PRM_20260227_Project ALS _Plate1_D1.raw	NT=Parallel Reaction Monitoring;AC=MS:1002956	AC=MS:1002038;NT=label free sample	1	NT=High-performance liquid chromatography;AC=PRIDE:0000565	1	AC=MS:1001251;NT=Trypsin	not available	NT=Stellar;AC=MS:1003409	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Higher-energy Collisional Dissociation;AC=MS:1000422	27 NCE	40 ppm	0.05 Da	24005	ALS_samples
PRM_20260227_Project ALS _Plate1_D2	D	2	ALS_samples	38	RD2	0.1	C:\Xcalibur\methods\method1	C:\data\yourdir	PRM_20260227_Project ALS _Plate1_D2	Homo sapiens	blood plasma	Plate1	Project_ALS	not available	not available	not available	not available	not available	not available	not available	not available	1	AC=EFO:0009656;NT=plasma	run 38	proteomic profiling by mass spectrometry	PRM_20260227_Project ALS _Plate1_D2.raw	PRM_20260227_Project ALS _Plate1_D2.raw	NT=Parallel Reaction Monitoring;AC=MS:1002956	AC=MS:1002038;NT=label free sample	1	NT=High-performance liquid chromatography;AC=PRIDE:0000565	1	AC=MS:1001251;NT=Trypsin	not available	NT=Stellar;AC=MS:1003409	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Higher-energy Collisional Dissociation;AC=MS:1000422	27 NCE	40 ppm	0.05 Da	24005	ALS_samples
PRM_20260227_Project ALS _Plate1_D3	D	3	ALS_samples	39	RD3	0.1	C:\Xcalibur\methods\method1	C:\data\yourdir	PRM_20260227_Project ALS _Plate1_D3	Homo sapiens	blood plasma	Plate1	Project_ALS	not available	not available	not available	not available	not available	not available	not available	not available	1	AC=EFO:0009656;NT=plasma	run 39	proteomic profiling by mass spectrometry	PRM_20260227_Project ALS _Plate1_D3.raw	PRM_20260227_Project ALS _Plate1_D3.raw	NT=Parallel Reaction Monitoring;AC=MS:1002956	AC=MS:1002038;NT=label free sample	1	NT=High-performance liquid chromatography;AC=PRIDE:0000565	1	AC=MS:1001251;NT=Trypsin	not available	NT=Stellar;AC=MS:1003409	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Higher-energy Collisional Dissociation;AC=MS:1000422	27 NCE	40 ppm	0.05 Da	24005	ALS_samples
PRM_20260227_Project ALS _Plate1_D4	D	4	ALS_samples	40	RD4	0.1	C:\Xcalibur\methods\method1	C:\data\yourdir	PRM_20260227_Project ALS _Plate1_D4	Homo sapiens	blood plasma	Plate1	Project_ALS	not available	not available	not available	not available	not available	not available	not available	not available	1	AC=EFO:0009656;NT=plasma	run 40	proteomic profiling by mass spectrometry	PRM_20260227_Project ALS _Plate1_D4.raw	PRM_20260227_Project ALS _Plate1_D4.raw	NT=Parallel Reaction Monitoring;AC=MS:1002956	AC=MS:1002038;NT=label free sample	1	NT=High-performance liquid chromatography;AC=PRIDE:0000565	1	AC=MS:1001251;NT=Trypsin	not available	NT=Stellar;AC=MS:1003409	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Higher-energy Collisional Dissociation;AC=MS:1000422	27 NCE	40 ppm	0.05 Da	24005	ALS_samples
PRM_20260227_Project ALS _Plate1_D5	D	5	ALS_samples	41	RD5	0.1	C:\Xcalibur\methods\method1	C:\data\yourdir	PRM_20260227_Project ALS _Plate1_D5	Homo sapiens	blood plasma	Plate1	Project_ALS	not available	not available	not available	not available	not available	not available	not available	not available	1	AC=EFO:0009656;NT=plasma	run 41	proteomic profiling by mass spectrometry	PRM_20260227_Project ALS _Plate1_D5.raw	PRM_20260227_Project ALS _Plate1_D5.raw	NT=Parallel Reaction Monitoring;AC=MS:1002956	AC=MS:1002038;NT=label free sample	1	NT=High-performance liquid chromatography;AC=PRIDE:0000565	1	AC=MS:1001251;NT=Trypsin	not available	NT=Stellar;AC=MS:1003409	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Higher-energy Collisional Dissociation;AC=MS:1000422	27 NCE	40 ppm	0.05 Da	24005	ALS_samples
PRM_20260227_Project ALS _Plate1_D6	D	6	ALS_samples	42	RD6	0.1	C:\Xcalibur\methods\method1	C:\data\yourdir	PRM_20260227_Project ALS _Plate1_D6	Homo sapiens	blood plasma	Plate1	Project_ALS	not available	not available	not available	not available	not available	not available	not available	not available	1	AC=EFO:0009656;NT=plasma	run 42	proteomic profiling by mass spectrometry	PRM_20260227_Project ALS _Plate1_D6.raw	PRM_20260227_Project ALS _Plate1_D6.raw	NT=Parallel Reaction Monitoring;AC=MS:1002956	AC=MS:1002038;NT=label free sample	1	NT=High-performance liquid chromatography;AC=PRIDE:0000565	1	AC=MS:1001251;NT=Trypsin	not available	NT=Stellar;AC=MS:1003409	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Higher-energy Collisional Dissociation;AC=MS:1000422	27 NCE	40 ppm	0.05 Da	24005	ALS_samples
PRM_20260227_Project ALS _Plate1_D7	D	7	Control	43	RD7	0.1	C:\Xcalibur\methods\method1	C:\data\yourdir	PRM_20260227_Project ALS _Plate1_D7	Homo sapiens	blood plasma	Plate1	Project_ALS	not available	not available	not available	not available	not available	not available	not available	not available	1	AC=EFO:0009656;NT=plasma	run 43	proteomic profiling by mass spectrometry	PRM_20260227_Project ALS _Plate1_D7.raw	PRM_20260227_Project ALS _Plate1_D7.raw	NT=Parallel Reaction Monitoring;AC=MS:1002956	AC=MS:1002038;NT=label free sample	1	NT=High-performance liquid chromatography;AC=PRIDE:0000565	1	AC=MS:1001251;NT=Trypsin	not available	NT=Stellar;AC=MS:1003409	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Higher-energy Collisional Dissociation;AC=MS:1000422	27 NCE	40 ppm	0.05 Da	24005	Control
PRM_20260227_Project ALS _Plate1_D8	D	8	ALS_samples	44	RD8	0.1	C:\Xcalibur\methods\method1	C:\data\yourdir	PRM_20260227_Project ALS _Plate1_D8	Homo sapiens	blood plasma	Plate1	Project_ALS	not available	not available	not available	not available	not available	not available	not available	not available	1	AC=EFO:0009656;NT=plasma	run 44	proteomic profiling by mass spectrometry	PRM_20260227_Project ALS _Plate1_D8.raw	PRM_20260227_Project ALS _Plate1_D8.raw	NT=Parallel Reaction Monitoring;AC=MS:1002956	AC=MS:1002038;NT=label free sample	1	NT=High-performance liquid chromatography;AC=PRIDE:0000565	1	AC=MS:1001251;NT=Trypsin	not available	NT=Stellar;AC=MS:1003409	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Higher-energy Collisional Dissociation;AC=MS:1000422	27 NCE	40 ppm	0.05 Da	24005	ALS_samples
PRM_20260227_Project ALS _Plate1_D9	D	9	Control	45	RD9	0.1	C:\Xcalibur\methods\method1	C:\data\yourdir	PRM_20260227_Project ALS _Plate1_D9	Homo sapiens	blood plasma	Plate1	Project_ALS	not available	not available	not available	not available	not available	not available	not available	not available	1	AC=EFO:0009656;NT=plasma	run 45	proteomic profiling by mass spectrometry	PRM_20260227_Project ALS _Plate1_D9.raw	PRM_20260227_Project ALS _Plate1_D9.raw	NT=Parallel Reaction Monitoring;AC=MS:1002956	AC=MS:1002038;NT=label free sample	1	NT=High-performance liquid chromatography;AC=PRIDE:0000565	1	AC=MS:1001251;NT=Trypsin	not available	NT=Stellar;AC=MS:1003409	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Higher-energy Collisional Dissociation;AC=MS:1000422	27 NCE	40 ppm	0.05 Da	24005	Control
PRM_20260227_Project ALS _Plate1_D10	D	10	ALS_samples	46	RD10	0.1	C:\Xcalibur\methods\method1	C:\data\yourdir	PRM_20260227_Project ALS _Plate1_D10	Homo sapiens	blood plasma	Plate1	Project_ALS	not available	not available	not available	not available	not available	not available	not available	not available	1	AC=EFO:0009656;NT=plasma	run 46	proteomic profiling by mass spectrometry	PRM_20260227_Project ALS _Plate1_D10.raw	PRM_20260227_Project ALS _Plate1_D10.raw	NT=Parallel Reaction Monitoring;AC=MS:1002956	AC=MS:1002038;NT=label free sample	1	NT=High-performance liquid chromatography;AC=PRIDE:0000565	1	AC=MS:1001251;NT=Trypsin	not available	NT=Stellar;AC=MS:1003409	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Higher-energy Collisional Dissociation;AC=MS:1000422	27 NCE	40 ppm	0.05 Da	24005	ALS_samples
PRM_20260227_Project ALS _Plate1_D11	D	11	ALS_samples	47	RD11	0.1	C:\Xcalibur\methods\method1	C:\data\yourdir	PRM_20260227_Project ALS _Plate1_D11	Homo sapiens	blood plasma	Plate1	Project_ALS	not available	not available	not available	not available	not available	not available	not available	not available	1	AC=EFO:0009656;NT=plasma	run 47	proteomic profiling by mass spectrometry	PRM_20260227_Project ALS _Plate1_D11.raw	PRM_20260227_Project ALS _Plate1_D11.raw	NT=Parallel Reaction Monitoring;AC=MS:1002956	AC=MS:1002038;NT=label free sample	1	NT=High-performance liquid chromatography;AC=PRIDE:0000565	1	AC=MS:1001251;NT=Trypsin	not available	NT=Stellar;AC=MS:1003409	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Higher-energy Collisional Dissociation;AC=MS:1000422	27 NCE	40 ppm	0.05 Da	24005	ALS_samples
PRM_20260227_Project ALS _Plate1_D12	D	12	ALS_samples	48	RD12	0.1	C:\Xcalibur\methods\method1	C:\data\yourdir	PRM_20260227_Project ALS _Plate1_D12	Homo sapiens	blood plasma	Plate1	Project_ALS	not available	not available	not available	not available	not available	not available	not available	not available	1	AC=EFO:0009656;NT=plasma	run 48	proteomic profiling by mass spectrometry	PRM_20260227_Project ALS _Plate1_D12.raw	PRM_20260227_Project ALS _Plate1_D12.raw	NT=Parallel Reaction Monitoring;AC=MS:1002956	AC=MS:1002038;NT=label free sample	1	NT=High-performance liquid chromatography;AC=PRIDE:0000565	1	AC=MS:1001251;NT=Trypsin	not available	NT=Stellar;AC=MS:1003409	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Higher-energy Collisional Dissociation;AC=MS:1000422	27 NCE	40 ppm	0.05 Da	24005	ALS_samples
PRM_20260227_Project ALS _Plate1_E1	E	1	ALS_samples	49	RE1	0.1	C:\Xcalibur\methods\method1	C:\data\yourdir	PRM_20260227_Project ALS _Plate1_E1	Homo sapiens	blood plasma	Plate1	Project_ALS	not available	not available	not available	not available	not available	not available	not available	not available	1	AC=EFO:0009656;NT=plasma	run 49	proteomic profiling by mass spectrometry	PRM_20260227_Project ALS _Plate1_E1.raw	PRM_20260227_Project ALS _Plate1_E1.raw	NT=Parallel Reaction Monitoring;AC=MS:1002956	AC=MS:1002038;NT=label free sample	1	NT=High-performance liquid chromatography;AC=PRIDE:0000565	1	AC=MS:1001251;NT=Trypsin	not available	NT=Stellar;AC=MS:1003409	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Higher-energy Collisional Dissociation;AC=MS:1000422	27 NCE	40 ppm	0.05 Da	24005	ALS_samples
PRM_20260227_Project ALS _Plate1_E2	E	2	ALS_samples	50	RE2	0.1	C:\Xcalibur\methods\method1	C:\data\yourdir	PRM_20260227_Project ALS _Plate1_E2	Homo sapiens	blood plasma	Plate1	Project_ALS	not available	not available	not available	not available	not available	not available	not available	not available	1	AC=EFO:0009656;NT=plasma	run 50	proteomic profiling by mass spectrometry	PRM_20260227_Project ALS _Plate1_E2.raw	PRM_20260227_Project ALS _Plate1_E2.raw	NT=Parallel Reaction Monitoring;AC=MS:1002956	AC=MS:1002038;NT=label free sample	1	NT=High-performance liquid chromatography;AC=PRIDE:0000565	1	AC=MS:1001251;NT=Trypsin	not available	NT=Stellar;AC=MS:1003409	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Higher-energy Collisional Dissociation;AC=MS:1000422	27 NCE	40 ppm	0.05 Da	24005	ALS_samples
PRM_20260227_Project ALS _Plate1_E3	E	3	ALS_samples	51	RE3	0.1	C:\Xcalibur\methods\method1	C:\data\yourdir	PRM_20260227_Project ALS _Plate1_E3	Homo sapiens	blood plasma	Plate1	Project_ALS	not available	not available	not available	not available	not available	not available	not available	not available	1	AC=EFO:0009656;NT=plasma	run 51	proteomic profiling by mass spectrometry	PRM_20260227_Project ALS _Plate1_E3.raw	PRM_20260227_Project ALS _Plate1_E3.raw	NT=Parallel Reaction Monitoring;AC=MS:1002956	AC=MS:1002038;NT=label free sample	1	NT=High-performance liquid chromatography;AC=PRIDE:0000565	1	AC=MS:1001251;NT=Trypsin	not available	NT=Stellar;AC=MS:1003409	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Higher-energy Collisional Dissociation;AC=MS:1000422	27 NCE	40 ppm	0.05 Da	24005	ALS_samples
PRM_20260227_Project ALS _Plate1_E4	E	4	ALS_samples	52	RE4	0.1	C:\Xcalibur\methods\method1	C:\data\yourdir	PRM_20260227_Project ALS _Plate1_E4	Homo sapiens	blood plasma	Plate1	Project_ALS	not available	not available	not available	not available	not available	not available	not available	not available	1	AC=EFO:0009656;NT=plasma	run 52	proteomic profiling by mass spectrometry	PRM_20260227_Project ALS _Plate1_E4.raw	PRM_20260227_Project ALS _Plate1_E4.raw	NT=Parallel Reaction Monitoring;AC=MS:1002956	AC=MS:1002038;NT=label free sample	1	NT=High-performance liquid chromatography;AC=PRIDE:0000565	1	AC=MS:1001251;NT=Trypsin	not available	NT=Stellar;AC=MS:1003409	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Higher-energy Collisional Dissociation;AC=MS:1000422	27 NCE	40 ppm	0.05 Da	24005	ALS_samples
PRM_20260227_Project ALS _Plate1_E5	E	5	ALS_samples	53	RE5	0.1	C:\Xcalibur\methods\method1	C:\data\yourdir	PRM_20260227_Project ALS _Plate1_E5	Homo sapiens	blood plasma	Plate1	Project_ALS	not available	not available	not available	not available	not available	not available	not available	not available	1	AC=EFO:0009656;NT=plasma	run 53	proteomic profiling by mass spectrometry	PRM_20260227_Project ALS _Plate1_E5.raw	PRM_20260227_Project ALS _Plate1_E5.raw	NT=Parallel Reaction Monitoring;AC=MS:1002956	AC=MS:1002038;NT=label free sample	1	NT=High-performance liquid chromatography;AC=PRIDE:0000565	1	AC=MS:1001251;NT=Trypsin	not available	NT=Stellar;AC=MS:1003409	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Higher-energy Collisional Dissociation;AC=MS:1000422	27 NCE	40 ppm	0.05 Da	24005	ALS_samples
PRM_20260227_Project ALS _Plate1_E6	E	6	ALS_samples	54	RE6	0.1	C:\Xcalibur\methods\method1	C:\data\yourdir	PRM_20260227_Project ALS _Plate1_E6	Homo sapiens	blood plasma	Plate1	Project_ALS	not available	not available	not available	not available	not available	not available	not available	not available	1	AC=EFO:0009656;NT=plasma	run 54	proteomic profiling by mass spectrometry	PRM_20260227_Project ALS _Plate1_E6.raw	PRM_20260227_Project ALS _Plate1_E6.raw	NT=Parallel Reaction Monitoring;AC=MS:1002956	AC=MS:1002038;NT=label free sample	1	NT=High-performance liquid chromatography;AC=PRIDE:0000565	1	AC=MS:1001251;NT=Trypsin	not available	NT=Stellar;AC=MS:1003409	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Higher-energy Collisional Dissociation;AC=MS:1000422	27 NCE	40 ppm	0.05 Da	24005	ALS_samples
PRM_20260227_Project ALS _Plate1_E7	E	7	ALS_samples	55	RE7	0.1	C:\Xcalibur\methods\method1	C:\data\yourdir	PRM_20260227_Project ALS _Plate1_E7	Homo sapiens	blood plasma	Plate1	Project_ALS	not available	not available	not available	not available	not available	not available	not available	not available	1	AC=EFO:0009656;NT=plasma	run 55	proteomic profiling by mass spectrometry	PRM_20260227_Project ALS _Plate1_E7.raw	PRM_20260227_Project ALS _Plate1_E7.raw	NT=Parallel Reaction Monitoring;AC=MS:1002956	AC=MS:1002038;NT=label free sample	1	NT=High-performance liquid chromatography;AC=PRIDE:0000565	1	AC=MS:1001251;NT=Trypsin	not available	NT=Stellar;AC=MS:1003409	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Higher-energy Collisional Dissociation;AC=MS:1000422	27 NCE	40 ppm	0.05 Da	24005	ALS_samples
